16,1000000,1000.0,0.001,126.3
16,1000000,2000.0,0.002,62.0
16,1000000,3000.0,0.003,68.4
16,1000000,4000.0,0.004,61.8
16,1000000,5000.0,0.005,61.2
16,1000000,6000.0,0.006,59.6
16,1000000,7000.0,0.007,58.6
16,1000000,8000.0,0.008,59.7
16,1000000,9000.0,0.009,58.4
16,1000000,10000.0,0.01,60.0
16,1000000,11000.0,0.011,58.7
16,1000000,12000.0,0.012,58.7
16,1000000,13000.0,0.013,58.5
16,1000000,14000.0,0.014,59.8
16,1000000,15000.0,0.015,58.7
16,1000000,16000.0,0.016,58.4
16,1000000,17000.0,0.017,58.4
16,1000000,18000.0,0.018,59.1
16,1000000,19000.0,0.019,58.3
16,1000000,20000.0,0.02,58.4
16,1000000,21000.0,0.021,59.2
16,1000000,22000.0,0.022,56.5
16,1000000,23000.0,0.023,56.9
16,1000000,24000.0,0.024,56.4
16,1000000,25000.0,0.025,56.4
16,1000000,26000.0,0.026,57.2
16,1000000,27000.0,0.027,57.0
16,1000000,28000.0,0.028,56.4
16,1000000,29000.0,0.029,57.0
16,1000000,30000.0,0.03,63.4
16,1000000,31000.0,0.031,56.0
16,1000000,32000.0,0.032,57.3
16,1000000,33000.0,0.033,59.1
16,1000000,34000.0,0.034,56.8
16,1000000,35000.0,0.035,56.8
16,1000000,36000.0,0.036,57.2
16,1000000,37000.0,0.037,57.5
16,1000000,38000.0,0.038,57.2
16,1000000,39000.0,0.039,56.6
16,1000000,40000.0,0.04,56.7
16,1000000,41000.0,0.041,57.8
16,1000000,42000.0,0.042,57.1
16,1000000,43000.0,0.043,57.1
16,1000000,44000.0,0.044,56.5
16,1000000,45000.0,0.045,56.3
16,1000000,46000.0,0.046,57.1
16,1000000,47000.0,0.047,56.8
16,1000000,48000.0,0.048,57.3
16,1000000,49000.0,0.049,58.2
16,1000000,50000.0,0.05,57.5
16,1000000,51000.0,0.051,67.2
16,1000000,52000.0,0.052,71.1
16,1000000,53000.0,0.053,61.4
16,1000000,54000.0,0.054,56.9
16,1000000,55000.0,0.055,55.8
16,1000000,56000.0,0.056,56.1
16,1000000,57000.0,0.057,55.7
16,1000000,58000.0,0.058,55.6
16,1000000,59000.0,0.059,57.8
16,1000000,60000.0,0.06,61.6
16,1000000,61000.0,0.061,58.8
16,1000000,62000.0,0.062,59.7
16,1000000,63000.0,0.063,56.4
16,1000000,64000.0,0.064,58.7
16,1000000,65000.0,0.065,57.5
16,1000000,66000.0,0.066,57.6
16,1000000,67000.0,0.067,55.5
16,1000000,68000.0,0.068,56.2
16,1000000,69000.0,0.069,55.7
16,1000000,70000.0,0.07,55.9
16,1000000,71000.0,0.071,56.0
16,1000000,72000.0,0.072,55.6
16,1000000,73000.0,0.073,55.9
16,1000000,74000.0,0.074,55.5
16,1000000,75000.0,0.075,56.5
16,1000000,76000.0,0.076,55.9
16,1000000,77000.0,0.077,55.6
16,1000000,78000.0,0.078,55.8
16,1000000,79000.0,0.079,55.6
16,1000000,80000.0,0.08,55.5
16,1000000,81000.0,0.081,55.5
16,1000000,82000.0,0.082,56.6
16,1000000,83000.0,0.083,55.4
16,1000000,84000.0,0.084,56.2
16,1000000,85000.0,0.085,55.3
16,1000000,86000.0,0.086,57.9
16,1000000,87000.0,0.087,57.6
16,1000000,88000.0,0.088,56.0
16,1000000,89000.0,0.089,55.9
16,1000000,90000.0,0.09,55.4
16,1000000,91000.0,0.091,57.1
16,1000000,92000.0,0.092,55.8
16,1000000,93000.0,0.093,55.1
16,1000000,94000.0,0.094,56.1
16,1000000,95000.0,0.095,55.8
16,1000000,96000.0,0.096,56.3
16,1000000,97000.0,0.097,55.7
16,1000000,98000.0,0.098,55.5
16,1000000,99000.0,0.099,55.6
16,1000000,100000.0,0.1,55.9
16,1000000,101000.0,0.101,58.3
16,1000000,102000.0,0.102,55.8
16,1000000,103000.0,0.103,57.0
16,1000000,104000.0,0.104,55.8
16,1000000,105000.0,0.105,55.5
16,1000000,106000.0,0.106,56.3
16,1000000,107000.0,0.107,55.7
16,1000000,108000.0,0.108,56.3
16,1000000,109000.0,0.109,55.0
16,1000000,110000.0,0.11,55.6
16,1000000,111000.0,0.111,56.0
16,1000000,112000.0,0.112,55.8
16,1000000,113000.0,0.113,55.8
16,1000000,114000.0,0.114,55.4
16,1000000,115000.0,0.115,55.3
16,1000000,116000.0,0.116,60.8
16,1000000,117000.0,0.117,57.2
16,1000000,118000.0,0.118,55.9
16,1000000,119000.0,0.119,57.2
16,1000000,120000.0,0.12,56.9
16,1000000,121000.0,0.121,56.0
16,1000000,122000.0,0.122,56.7
16,1000000,123000.0,0.123,57.1
16,1000000,124000.0,0.124,56.4
16,1000000,125000.0,0.125,60.4
16,1000000,126000.0,0.126,59.7
16,1000000,127000.0,0.127,63.6
16,1000000,128000.0,0.128,59.4
16,1000000,129000.0,0.129,59.6
16,1000000,130000.0,0.13,59.4
16,1000000,131000.0,0.131,60.4
16,1000000,132000.0,0.132,60.9
16,1000000,133000.0,0.133,58.4
16,1000000,134000.0,0.134,58.5
16,1000000,135000.0,0.135,61.5
16,1000000,136000.0,0.136,60.9
16,1000000,137000.0,0.137,58.0
16,1000000,138000.0,0.138,58.2
16,1000000,139000.0,0.139,60.5
16,1000000,140000.0,0.14,63.4
16,1000000,141000.0,0.141,58.8
16,1000000,142000.0,0.142,62.9
16,1000000,143000.0,0.143,59.1
16,1000000,144000.0,0.144,56.9
16,1000000,145000.0,0.145,58.7
16,1000000,146000.0,0.146,58.2
16,1000000,147000.0,0.147,60.6
16,1000000,148000.0,0.148,61.0
16,1000000,149000.0,0.149,57.9
16,1000000,150000.0,0.15,60.5
16,1000000,151000.0,0.151,58.9
16,1000000,152000.0,0.152,60.5
16,1000000,153000.0,0.153,57.3
16,1000000,154000.0,0.154,57.5
16,1000000,155000.0,0.155,57.1
16,1000000,156000.0,0.156,60.3
16,1000000,157000.0,0.157,60.9
16,1000000,158000.0,0.158,60.5
16,1000000,159000.0,0.159,59.0
16,1000000,160000.0,0.16,57.5
16,1000000,161000.0,0.161,56.8
16,1000000,162000.0,0.162,56.6
16,1000000,163000.0,0.163,55.9
16,1000000,164000.0,0.164,57.2
16,1000000,165000.0,0.165,57.3
16,1000000,166000.0,0.166,57.9
16,1000000,167000.0,0.167,58.9
16,1000000,168000.0,0.168,61.1
16,1000000,169000.0,0.169,60.9
16,1000000,170000.0,0.17,60.5
16,1000000,171000.0,0.171,57.3
16,1000000,172000.0,0.172,60.2
16,1000000,173000.0,0.173,58.7
16,1000000,174000.0,0.174,56.3
16,1000000,175000.0,0.175,55.8
16,1000000,176000.0,0.176,58.1
16,1000000,177000.0,0.177,58.7
16,1000000,178000.0,0.178,56.7
16,1000000,179000.0,0.179,58.7
16,1000000,180000.0,0.18,56.1
16,1000000,181000.0,0.181,60.8
16,1000000,182000.0,0.182,60.4
16,1000000,183000.0,0.183,60.7
16,1000000,184000.0,0.184,59.1
16,1000000,185000.0,0.185,59.3
16,1000000,186000.0,0.186,57.7
16,1000000,187000.0,0.187,58.4
16,1000000,188000.0,0.188,60.4
16,1000000,189000.0,0.189,60.4
16,1000000,190000.0,0.19,59.1
16,1000000,191000.0,0.191,60.4
16,1000000,192000.0,0.192,62.0
16,1000000,193000.0,0.193,60.2
16,1000000,194000.0,0.194,60.6
16,1000000,195000.0,0.195,58.2
16,1000000,196000.0,0.196,58.2
16,1000000,197000.0,0.197,62.2
16,1000000,198000.0,0.198,61.6
16,1000000,199000.0,0.199,59.3
16,1000000,200000.0,0.2,58.1
16,1000000,201000.0,0.201,63.3
16,1000000,202000.0,0.202,58.9
16,1000000,203000.0,0.203,57.9
16,1000000,204000.0,0.204,57.5
16,1000000,205000.0,0.205,56.7
16,1000000,206000.0,0.206,57.6
16,1000000,207000.0,0.207,57.8
16,1000000,208000.0,0.208,59.7
16,1000000,209000.0,0.209,61.0
16,1000000,210000.0,0.21,58.1
16,1000000,211000.0,0.211,60.5
16,1000000,212000.0,0.212,59.8
16,1000000,213000.0,0.213,57.2
16,1000000,214000.0,0.214,58.1
16,1000000,215000.0,0.215,58.9
16,1000000,216000.0,0.216,61.9
16,1000000,217000.0,0.217,61.6
16,1000000,218000.0,0.218,60.4
16,1000000,219000.0,0.219,62.1
16,1000000,220000.0,0.22,56.1
16,1000000,221000.0,0.221,59.8
16,1000000,222000.0,0.222,58.0
16,1000000,223000.0,0.223,57.9
16,1000000,224000.0,0.224,60.5
16,1000000,225000.0,0.225,60.2
16,1000000,226000.0,0.226,60.4
16,1000000,227000.0,0.227,60.6
16,1000000,228000.0,0.228,60.8
16,1000000,229000.0,0.229,57.1
16,1000000,230000.0,0.23,56.4
16,1000000,231000.0,0.231,59.9
16,1000000,232000.0,0.232,61.9
16,1000000,233000.0,0.233,59.2
16,1000000,234000.0,0.234,58.9
16,1000000,235000.0,0.235,61.6
16,1000000,236000.0,0.236,57.8
16,1000000,237000.0,0.237,60.4
16,1000000,238000.0,0.238,56.6
16,1000000,239000.0,0.239,58.2
16,1000000,240000.0,0.24,56.8
16,2000000,1000.0,5.0E-4,151.6
16,2000000,2000.0,0.001,137.7
16,2000000,3000.0,0.0015,146.0
16,2000000,4000.0,0.002,144.1
16,2000000,5000.0,0.0025,139.2
16,2000000,6000.0,0.003,135.1
16,2000000,7000.0,0.0035,143.2
16,2000000,8000.0,0.004,135.7
16,2000000,9000.0,0.0045,130.8
16,2000000,10000.0,0.005,137.9
16,2000000,11000.0,0.0055,137.6
16,2000000,12000.0,0.006,139.1
16,2000000,13000.0,0.0065,138.8
16,2000000,14000.0,0.007,130.8
16,2000000,15000.0,0.0075,134.8
16,2000000,16000.0,0.008,139.5
16,2000000,17000.0,0.0085,132.2
16,2000000,18000.0,0.009,133.9
16,2000000,19000.0,0.0095,136.6
16,2000000,20000.0,0.01,135.6
